job_title,role_category,open_roles,top_locations,experience_level,work_mode,skills,job_links
Lead Mechanical Design Engineer,Engineering,8,"Canal Foot, The Hill, Heysham",Senior,Hybrid,"['Problem Solving', 'System Design']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5526810149?se=JM5qtMgA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=671697BD9BDD95B9880733ADA602C9B416C7781B""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5526810152?se=JM5qtMgA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=A24D8915BC27407B7F527BDC776683DE3233D3CA""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5526810131?se=JM5qtMgA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=BD3D78CE25E7A485950CD2A7FF6D118A5F52A300""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5526810150?se=JM5qtMgA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=65C8EE98B8654E2A576EEF5F60DE969096A8E855""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5526810130?se=JM5qtMgA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=43A6289B54C29D00A0A2D4C330C9918DF2C9A56A""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5526810155?se=JM5qtMgA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=2E61889884BBB629F18E8F4A63C667A2C9CDEF14""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5526810145?se=JM5qtMgA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=C3C1642A74D9E5D0238A0FE04FDC94CB4FEE094D""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5526810151?se=JM5qtMgA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=C5A92CD9C5F17178ABEC74996CD4EB119CECB41B""}]"
Lead Mechanical Engineer – Product Assurance,Engineering,8,"Flookburgh, The Hill, Heysham",Senior,Hybrid,"['Problem Solving', 'System Design']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5515486912?se=wF0Js8gA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=71BBB49A02ED1A832AEFB34699E45F7D422BA8EB""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5515486919?se=wF0Js8gA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=9AADEFA83BE247D9D87AF7AC8382515E1182A192""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5515486933?se=wF0Js8gA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=C34136E4C9492CECADA1B322B1C04BEF2092C394""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5515486923?se=wF0Js8gA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=87CB2A3B9FE8267399FCEA0F6E6CB3144412635A""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5515486924?se=wF0Js8gA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=9F1C63900AB86E303F4FAC20E1B6B2C032C935CC""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5515486926?se=wF0Js8gA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=01228DB0D14746D7A90AC10BFD5CABCFF426A9B6""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5515486931?se=wF0Js8gA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=B2DD07F025B3A9AEB4231E635098F96FFCE7F5AC""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5515486918?se=wF0Js8gA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=9D6E96BDACA8DC1744618DCA4AE8A807F9AF54ED""}]"
Lead Product Manager,Product,1,Swansea,Senior,Hybrid,"['Roadmapping', 'Stakeholder Management']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5582107308?se=sgdRwMgA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=96F3C13DD68D7D76FFE1D0F666AB36D648BAA48E""}]"
Lead Product Manager - Integrations,Product,1,Maidstone,Senior,On-site,"['Roadmapping', 'Stakeholder Management']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5610467806?se=sgdRwMgA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=1839D250F2D929145FED485F9AE7C82DBEFC3126""}]"
Lead Project Engineer - Pharma Batch Process,Healthcare,1,UK,Senior,On-site,['Clinical Knowledge'],"[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5210484707?utm_medium=api&utm_source=026f28a2""}]"
Lead Software Engineer,Engineering,4,"Belgrave, Belfast, Redhill",Senior,Hybrid,"['Problem Solving', 'System Design']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5567781145?se=CkM4r8gA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=FA84995D7CCBC6546E2D2A03046B016BB3F3D4DD""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5580121213?se=CkM4r8gA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=1E2CAD77427B21D9641790249C670A2560B78729""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5600772483?se=CkM4r8gA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=8333FEEB044AF77721845B7E77A0D72DE6964EAD""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5606108881?se=CkM4r8gA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=8A0CA0227376ED7AAB270A3FF14033D8D5ED15AC""}]"
Lead Ux Designer,Design,2,"Lillington, UK",Mid,Hybrid,"['UI', 'UX']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5585922492?se=Hth35MgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=0FE5C9288C973FD0001A7FF6463815604BEF2917""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5210482889?utm_medium=api&utm_source=026f28a2""}]"
Legacy And In-Memory Marketing Manager,Marketing,3,"Peterborough, Cambridgeshire",Mid,Hybrid,"['Campaigns', 'SEO']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5583825873?se=TEEuzsgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=6ADF43208F4F7757F6D30529947058357DF4ACDB""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5583597764?se=1uV2z8gA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=6805CA693C4FDD4286B66AF484CC10F0A893B396""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5607948906?se=1uV2z8gA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=2CD9FECE0A0E422DF0928AEFF833EC49AB1934AC""}]"
Legal Marketing Manager,Marketing,1,Farnham,Mid,On-site,"['Campaigns', 'SEO']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5606771674?se=TEEuzsgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=9350A616D61DEC04976D9647E54EBABA3EF348F3""}]"
Legal Operations Manager,Business,1,Belfast,Mid,On-site,"['Analysis', 'Communication']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5578968115?se=jkTCzMgA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=5497C9147523654AEF419D7BAA734703C42EF857""}]"
Llm Engineer | Pharma R&D | Central London | £70-80K,Healthcare,2,"St Paul's, London",Mid,On-site,['Clinical Knowledge'],"[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5610224797?se=jBIq38gA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=4BFB3D33769CFE891E2C246195D72BCD1B21F11C""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5610289424?utm_medium=api&utm_source=026f28a2""}]"
Logistics And Procurement Finance Analyst,Finance,1,Chalvey,Mid,On-site,"['Accounting', 'Reporting']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5577790863?se=2ND21cgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=283251AA8A3802BD8C17CC5F17F4861EC1EF87DA""}]"
Logistics Software Engineer,Engineering,1,Havant,Mid,On-site,"['Problem Solving', 'System Design']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5574729599?se=CkM4r8gA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=8C3C166A9E62C877FEEC5C34BBD4C09058F7849E""}]"
Management Accountant,Finance,22,"Belfast, London, Oxford",Mid,On-site,"['Accounting', 'Reporting']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5581957678?se=eiFD08gA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=36865FA172577948C8FCF6C4EA0A4DDB91089A67""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5549282268?se=eiFD08gA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=34817B9705BE6557247AC8BC739FF9645A4F4DAC""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5549282769?se=eiFD08gA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=AB6D0591F661C41A221F9D419248EC2CAF7A5B9E""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5587820495?se=eiFD08gA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=5DFB144EF94E25507C10AD1DEAD6A346668CA5FB""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5549283172?se=eiFD08gA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=A9EF3DDE47F52B677EDBBA0D20A72D0CAB4B1471""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5549282231?se=eiFD08gA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=3CF2BA7AB07352AFE6E9C70DD5715BC918B3CCDC""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5549283420?se=Fmmp1MgA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=EE4FC69EDF6CC2F2FADDE579D614E6EA979328AF""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5553091911?se=Fmmp1MgA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=4961F498B650450F3D99A7C26271B78842CEB377""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5581957649?se=Fmmp1MgA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=764F313CB46510F263F13BD5B79C59BCBC6C6856""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5581957711?se=Fmmp1MgA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=E070BE862B79FAADED5E0E285DC4A281F17F0B6A""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5581957663?se=Fmmp1MgA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=3844D8D26B264084FECDF4F3B53FD77C6A77E162""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5593243039?se=Fmmp1MgA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=B0E80F45054F3889DA96727EAE112AC46A442F5D""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5600787912?se=Fmmp1MgA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=B2E3D9387DD4D84D72EF89766EBDFD4AC174B137""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5560787011?se=Fmmp1MgA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=E1678C9CAC3E5E670D290F087AD428AE7FCB280F""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5549282688?se=Fmmp1MgA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=4B96BA89060FFC4BFEA4FBEA3BB1417C02AA5489""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5593243042?se=Fmmp1MgA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=E2E4F5B9C83BF2CFA512AAE6ED511D1AD3A66679""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5586056595?se=Fmmp1MgA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=E508D901621D92F7E1D734F13264D5446BA56E20""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5593243057?se=Fmmp1MgA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=047F529520AF8262E0CCA99CAC544C18AE589063""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5549283580?se=Fmmp1MgA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=D879B85D3768F58FDFB90BF428A7D21B21E9C51F""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5549282438?se=Fmmp1MgA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=FC116B87147115A69D448F33D35A23BECB482549""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5581957776?se=Fmmp1MgA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=8AF5E826DE74EB2244623B38A4093A42D4DE9C30""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5549283406?se=Fmmp1MgA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=D75EB1087AA0F8C35E2B43F555EC8008BA51D13D""}]"
Management Accountant,Healthcare,1,Great Hallingbury,Senior,On-site,['Clinical Knowledge'],"[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5601019002?se=jBIq38gA8RGV19jEQmXbTQ&utm_medium=api&utm_source=026f28a2&v=F42AA1F755D675D17A9EC55F5D39FD3B9BE88695""}]"
Manager (Analytics),Data,1,Soho,Mid,On-site,"['Data Analysis', 'SQL']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5419163812?utm_medium=api&utm_source=026f28a2""}]"
"Manager, Project Management (Clinical Research)",Healthcare,1,Chiswick,Mid,On-site,['Clinical Knowledge'],"[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5590330851?se=IjGM3MgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=A1B5F129A4DAFAB092A78A3C65B1D0B3FE790548""}]"
Managing Consultant,Business,1,Holbeck,Senior,On-site,"['Analysis', 'Communication']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5606063638?se=5oxhycgA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=F4472D2037170E329987A9065C30DB0DA22A1D09""}]"
Manufacturing Data Scientist,Data,1,Merseyside,Mid,On-site,"['Data Analysis', 'SQL']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5591551204?se=3NP2usgA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=9612DF8382CBE5723D367DF3D8A5174C175B3BA4""}]"
Manufacturing Systems Software Engineer,Engineering,1,Wrexham,Senior,On-site,"['Problem Solving', 'System Design']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5589109975?se=CkM4r8gA8RGhuY8Zc5lhIQ&utm_medium=api&utm_source=026f28a2&v=28189FB54DE8662350F9C94E2BD6F0F336AEAD0B""}]"
Marine & Bike Marketing Manager,Marketing,1,Northampton,Senior,On-site,"['Campaigns', 'SEO']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5575157216?se=1uV2z8gA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=1108C5777F42EC9ECE8B940663F9D1B75AB92A37""}]"
Marketing Manager,Marketing,29,"Egham, Stone Cross, Heathfield",Senior,On-site,"['Campaigns', 'SEO']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5611103663?se=TEEuzsgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=B8E0519CEF674AB4A6613AFF6A83294697254DCE""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5573647065?se=TEEuzsgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=913DF5DCE7071D1E5F91A6A771027F3A5902E859""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5580459035?se=TEEuzsgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=9B653DAE0BFB484504FB5509E6F203EFDA77D135""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5601249441?se=TEEuzsgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=98E14464B2DDFEEABC05F301370BE474F04F141C""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5587266236?se=TEEuzsgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=1728AB99AAB30997A93EFE7C64A37CE84BC38859""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5587816623?se=TEEuzsgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=0CA99296C1E0442BC54041C6A62342B74F4F5DE2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5587266223?se=TEEuzsgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=ACBA1801D23AF27D25F264321B2529E829F73385""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5611138375?se=TEEuzsgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=802EFBF6FC4325DB4480FCDFE8377D5EE655B709""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5574748870?se=TEEuzsgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=E4B9D3D9F766EFDB5432F502B4A55AFF760E938E""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5606753425?se=TEEuzsgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=F1F85F8EE76A2AF629A5B9F0E10D0975DA169B3B""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5601249443?se=TEEuzsgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=33906CCBA5D742DF886BC53C7A7E34A6BDA1C034""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5569005800?se=TEEuzsgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=4E90A3B3E43BBE7F727345DBDBC6DA66F695EFAB""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5598630753?se=TEEuzsgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=11286E06B84B62BEA19D474026A1E699B5C1FB02""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5604814824?se=1uV2z8gA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=A98F7590A2AEE84DAE7D642591E80BDCA08C690E""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5574760367?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5576954031?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5568437616?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5583937814?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5611382920?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5482713196?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5591258370?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5321433152?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5584327094?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5422275848?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5517743852?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5601013546?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5604676109?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5493966000?utm_medium=api&utm_source=026f28a2""}, {""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/details/5587703973?utm_medium=api&utm_source=026f28a2""}]"
Marketing Manager (B2B),Marketing,1,Grangetown,Mid,Hybrid,"['Campaigns', 'SEO']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5592262935?se=TEEuzsgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=1EA26CDC5BE4DA6397C2EFBA4818C5BEFD6B3078""}]"
Marketing Manager - Hospitality,Marketing,1,Hardrow,Mid,On-site,"['Campaigns', 'SEO']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5599644171?se=TEEuzsgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=DB586B6F11D62D16CD5FCFB8D26C58A3F0C02BC5""}]"
Marketing Manager - Mat Cover,Marketing,1,UK,Mid,On-site,"['Campaigns', 'SEO']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5607972043?se=TEEuzsgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=7219914A67B8201A074EB4F36393467E8C856CEA""}]"
Marketing Manager [C5235],Marketing,1,London,Mid,On-site,"['Campaigns', 'SEO']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5597019361?se=TEEuzsgA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=A38035609090A9BF0C9671D7BC8C2675D37D7B6F""}]"
Marketing Operations Manager,Marketing,1,Lozells,Senior,Remote,"['Campaigns', 'SEO']","[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5594597491?se=1uV2z8gA8RG27sBWXwN7yg&utm_medium=api&utm_source=026f28a2&v=D270BBE3CEB83D24A1868A4AB38F387685B966D7""}]"
Marketing Project Manager (Pharma/ Women'S Health),Healthcare,1,Shoreditch,Senior,On-site,['Clinical Knowledge'],"[{""source"": ""Adzuna"", ""url"": ""https://www.adzuna.co.uk/jobs/land/ad/5603230968?se=bhvh3cgA8RGI2N0cIjSMgQ&utm_medium=api&utm_source=026f28a2&v=E3D834B48EB52312BD1BCC6A9A1B27374109B577""}]"
